Energy Consumption (kWh),Raw Materials Used (tons),CO2 Emissions (tons),CH4 Emissions (tons),N2O Emissions (tons),Particulate Matter (kg),Flow Rate (m³/s),Temperature (°C),Pressure (Pa),Gas Sensor Readings (ppm),Emission Factor,Carbon Intensity (kg CO2/ton of steel),CO2 Capture (tons),Carbon Credits (tons)
117487,403,1356.806748,39,2,25,13,1419,97392,1105.078154,2.328861382,1858,98,996.4453984
137490,402,1370.883695,76,2,27,12,1561,94648,1072.771745,2.311210027,1919,129,1029.706956
129363,426,682.416537,54,1,30,14,1526,94427,640.4229964,2.156709107,2479,120,494.9332296
124501,618,2026.508336,26,3,32,13,1433,89484,2176.214486,2.051571356,2024,67,1568.206669
148632,443,1081.610052,49,4,32,12,1514,92436,1303.526238,2.290217689,1557,139,767.2880415
58985,611,1852.7362,23,4,19,9,1573,98502,2125.150195,1.915351142,1847,142,1387.18896
82641,451,747.9884891,70,1,12,13,1420,88366,654.7539354,2.302927217,1389,65,541.3907913
72897,552,1882.546976,49,3,16,9,1566,98251,2009.468239,1.809561471,2232,95,1421.037581
95652,601,1631.773267,49,3,16,12,1439,87064,1765.451905,1.915575153,2079,143,1208.418614
55973,410,1351.929329,49,4,29,8,1571,89538,1075.130229,2.366340942,1974,74,1023.543463
133330,467,1329.04753,72,1,20,9,1563,104810,1280.626504,2.499176027,2211,57,996.238024
123250,626,1611.086488,37,4,32,8,1454,86016,1459.04015,1.86048003,2412,113,1189.869191
116673,520,959.3955117,62,1,33,6,1598,99302,794.9138349,2.311013652,2246,63,696.5164094
104309,414,768.3460198,65,2,12,8,1449,103401,598.7995796,1.849524708,1496,71,520.6768159
106718,456,1114.984106,29,3,27,9,1585,90690,851.3660575,2.503175719,1527,127,831.987285
118809,463,1500.529492,33,3,34,10,1473,96615,1769.670951,2.113331949,2179,140,1124.423593
72627,629,1088.445097,55,3,37,8,1473,87425,996.2769009,2.392940779,1210,84,789.7560774
102621,410,1433.675823,42,3,21,14,1437,89496,1428.711133,1.938201716,2224,100,1095.940658
147729,520,1690.948747,31,3,32,8,1423,89218,1514.779202,2.489080294,2400,125,1301.758997
105084,623,1423.628228,31,3,26,10,1507,88834,1185.779715,2.143336314,2011,92,1059.902583
65151,624,1251.891677,53,2,35,11,1458,92546,1102.478615,1.967085794,2365,134,930.5133414
125691,524,1752.251908,45,3,35,11,1572,88543,1463.118161,2.257959358,1718,124,1330.801526
76741,547,955.2935114,25,2,18,8,1553,93302,1078.467883,2.030529086,2346,52,691.2348092
138484,627,1376.001579,56,3,14,9,1482,96974,1656.371335,2.029640188,1643,122,1024.801263
88130,429,715.496795,70,3,27,7,1592,100727,692.0648615,1.891636306,1942,104,512.397436
120172,409,1393.432145,72,1,32,9,1410,103608,1618.418712,1.971118046,2099,68,1052.745716
110916,453,1239.066391,34,3,18,14,1577,104475,1193.088919,2.438290801,2462,91,915.2531132
109219,585,1270.830184,61,4,22,9,1527,87252,1237.014537,2.218862856,1354,110,952.6641474
147185,606,1242.885596,58,1,12,8,1585,96272,1233.635839,2.083951663,2157,72,897.3084771
87236,654,1561.875336,38,1,13,10,1517,86990,1811.959942,2.543498505,2230,129,1152.500269
117882,556,935.6128664,59,1,34,9,1561,97139,1139.728372,2.437910053,1637,53,650.4902931
63984,528,1731.15247,66,4,27,12,1415,90152,1942.736619,2.048217732,1815,145,1318.921976
51042,457,1152.499505,42,2,29,6,1586,103511,1376.339863,1.888586041,2062,114,833.9996036
63063,594,1752.416572,55,1,30,10,1400,101061,1877.473988,1.94747345,1814,53,1343.933258
103918,475,934.5585496,32,1,24,6,1440,100181,1093.086487,2.340134894,2162,108,675.6468397
70490,488,1223.659279,50,1,29,10,1555,103557,1258.425688,2.250453353,1302,139,925.9274229
90967,480,922.6426909,56,3,32,8,1414,89603,1048.447702,2.58462216,1859,140,674.1141527
106472,585,1832.330699,45,2,15,5,1479,103806,2020.375033,1.810795186,2409,129,1373.864559
122838,667,2034.716863,62,4,18,10,1573,89629,2288.305699,2.501434606,1887,79,1547.773491
71876,478,858.6814219,67,4,20,7,1431,89313,744.6385059,1.811415368,1617,82,631.9451375
131830,544,897.063508,71,2,38,11,1438,89377,741.7598401,2.139807385,1495,129,642.6508064
110650,528,1662.351754,37,2,38,7,1592,89400,1789.546202,2.533270963,1716,82,1279.881403
52302,413,710.0691693,79,2,22,14,1472,86218,703.9935509,2.326732327,1721,69,497.0553355
69017,518,1345.229404,66,3,13,8,1492,86449,1523.243653,2.266639736,2445,144,997.1835232
92311,401,1030.158813,76,1,36,13,1488,86587,848.0804736,2.050799445,1885,97,753.1270504
50361,403,768.0729189,52,3,24,11,1538,95412,940.0032071,2.572902008,1704,76,532.4583351
88261,643,1724.984415,59,2,34,8,1597,92837,1900.964839,1.934579645,1254,81,1325.987532
67171,465,1165.062343,51,3,26,6,1433,85396,887.1885955,2.015910018,1847,135,847.0498744
91226,645,1624.354097,23,4,21,9,1449,96929,1686.513135,2.162364584,2203,149,1204.483277
79327,489,1085.286577,60,3,15,12,1571,102127,983.606066,1.901039324,1827,76,809.2292616
120628,577,1833.046555,38,2,16,6,1413,94645,1626.531952,2.138837808,2279,74,1416.437244
132473,459,765.9521767,26,1,34,13,1471,87017,919.971631,1.83147438,2150,115,551.7617414
114223,631,1500.042286,66,3,26,9,1552,95859,1752.010849,2.539295012,1954,136,1102.033829
129353,575,1161.288812,54,2,20,10,1595,99027,876.5138556,2.057711309,2010,61,877.0310495
125315,566,1809.426441,45,3,21,11,1577,104995,1521.430358,2.307042065,1255,95,1388.541153
120052,597,1164.246098,63,4,37,13,1494,103706,1292.040641,2.496421657,1363,97,881.3968784
113624,459,1392.628788,42,3,22,11,1484,97975,1635.078935,2.454660965,1688,134,1046.10303
145650,482,1312.500771,53,3,10,8,1559,104015,1455.303332,2.49871262,1207,124,983.0006166
64530,473,1537.051582,70,1,27,9,1454,95145,1556.498419,2.376246919,1811,134,1135.641265
59310,425,1142.224851,75,3,31,7,1477,101745,1418.972893,1.954995066,1346,86,833.7798812
84281,642,1677.525926,26,3,28,5,1552,85399,1926.873074,2.093238833,1265,53,1244.020741
109270,515,1597.663838,30,4,20,7,1579,88654,1572.043953,2.209625374,1338,139,1207.13107
139345,579,1519.859328,70,4,39,5,1583,93986,1583.295586,2.069560281,1394,133,1162.887463
96104,661,2107.984602,27,4,31,9,1514,101946,1628.227343,2.564187146,1488,110,1596.387682
71735,513,820.1002986,32,1,27,11,1523,92802,1010.665094,2.445469561,1657,120,597.0802389
122285,665,1656.049305,51,4,38,13,1507,87064,1542.393606,2.439161334,2020,96,1265.839444
143173,437,1365.792383,60,4,19,8,1549,93411,1476.093112,2.088884251,1628,140,1028.633906
57005,476,1521.64362,53,3,15,14,1446,104015,1648.662993,2.403870799,1394,96,1163.314896
107564,501,1587.223488,37,3,32,14,1597,95691,1235.607482,2.291242122,1494,66,1170.778791
101496,411,1113.301445,34,1,31,5,1450,87016,982.963278,2.100171546,1809,81,798.6411558
79898,448,1562.598323,74,4,11,11,1593,85625,1684.631042,2.046623934,1249,59,1156.078658
139074,653,1216.390518,62,2,14,7,1469,94856,1467.062765,2.431068252,2493,99,907.1124144
71708,648,1198.097023,43,3,19,5,1518,100464,1365.011728,2.277439993,2019,124,891.4776183
95024,471,737.4189594,66,2,24,8,1486,88341,766.9667559,1.829596309,1577,108,492.9351675
141003,596,2073.289914,40,2,38,13,1474,101447,1795.971437,1.817359235,1357,67,1559.631931
64412,652,1431.818742,37,4,23,10,1592,95183,1753.149326,2.473576531,1320,115,1091.454993
104821,698,2110.827635,33,2,15,10,1421,103311,2009.157914,1.871855367,1866,84,1631.662108
79378,621,1005.660208,77,1,23,11,1568,100511,829.6219082,2.215489415,1777,55,709.5281668
143638,459,962.6956816,72,1,33,5,1476,102280,732.4375822,2.286931047,1300,52,694.1565453
128580,556,1527.718244,38,3,34,9,1574,100848,1871.570158,2.532769698,1995,120,1148.174595
81309,601,1532.285676,32,2,30,8,1587,92367,1745.208559,2.211621096,2307,84,1150.82854
133775,666,1275.720655,76,1,23,8,1513,103463,1094.813464,1.955223037,2030,126,926.5765242
52435,434,1051.662648,35,1,21,11,1549,101384,863.2977741,2.008536419,2070,115,769.3301186
138700,654,1123.286845,21,2,32,6,1531,89801,1381.349574,1.839084817,1254,115,808.6294763
53386,422,1091.041731,76,1,13,9,1443,101105,949.638075,1.977645897,1441,100,800.8333845
120976,564,955.3499478,53,2,35,11,1440,91024,937.1681837,2.452112172,1345,121,686.2799582
95503,427,1183.588881,68,1,21,7,1565,104147,1249.191382,2.40550289,1896,122,864.8711046
121972,452,818.4432506,45,2,30,6,1544,104017,639.3598514,1.865554299,1567,83,587.7546005
122939,683,1771.819329,73,1,26,5,1416,104816,1634.001238,2.183678007,2396,88,1361.455463
138778,697,1225.494228,78,1,38,9,1572,86682,1497.333464,2.041458119,2118,144,899.3953821
93464,484,1113.8877,41,1,28,9,1445,85562,1225.470094,2.319959013,2254,142,801.1101598
118475,523,1152.515796,39,4,25,8,1535,91992,1076.325993,2.569072435,2002,98,866.0126367
132758,606,1825.769768,48,4,27,12,1542,101641,2092.085858,2.304549405,1878,96,1403.615815
77277,564,1569.230335,37,1,15,6,1560,91665,1833.792223,2.396559639,1460,85,1156.384268
136679,446,1504.883228,48,4,18,8,1576,97477,1242.867521,2.118502552,1867,71,1133.906582
104012,555,1855.820824,61,2,35,9,1409,92006,1936.172696,1.826150231,2469,136,1393.656659
53138,665,1961.744718,63,4,28,13,1589,99983,1831.047989,2.13447901,2087,126,1503.395774
99327,678,2061.914264,46,3,21,7,1582,89093,2068.989799,2.208636469,2009,148,1567.531411
136525,404,1110.929233,54,3,20,5,1457,104038,1093.744809,2.194143971,2024,93,809.7433861
118698,481,1386.880028,48,1,37,8,1500,97792,1389.531761,1.98683447,2050,116,1058.504022
52752,518,1416.442374,25,4,25,14,1590,103253,1431.986439,2.179994136,1647,110,1038.153899
75765,661,1403.653371,71,3,11,10,1538,101761,1101.346031,2.374394262,1416,58,1037.922697
50837,524,1153.522682,56,1,27,11,1434,103776,967.629241,2.049181214,2030,97,851.818146
144010,614,1626.773141,78,3,39,8,1495,98517,1680.617357,2.307202134,1729,67,1220.418513
127579,427,1255.531096,44,1,15,8,1485,102232,1529.258762,1.92258728,1316,139,906.4248768
106997,668,1544.575045,40,3,35,10,1531,85779,1734.956149,2.022436933,1438,78,1161.660036
85501,424,756.9822951,77,3,31,5,1516,88411,658.0610461,2.507142328,2140,97,507.5858361
94770,406,982.0467407,50,4,14,9,1465,85865,914.1470866,2.301297894,2499,61,728.6373926
139608,593,2031.840755,78,1,18,7,1560,88639,1864.60005,1.868671605,2225,88,1543.472604
118189,479,923.5952195,59,3,22,12,1472,100920,1048.057376,2.011709455,1997,72,660.8761756
138060,435,1217.190106,69,1,16,9,1562,92091,1504.566763,2.595168971,1861,68,907.7520845
110594,657,2276.559923,35,4,32,11,1437,103314,2111.971229,2.016083882,1963,73,1732.247938
135269,512,1153.267425,79,3,36,12,1584,85538,873.4620834,2.264407167,1817,93,828.6139398
87448,693,2270.106682,33,2,10,12,1494,89029,2765.991569,2.240277847,1574,143,1765.085345
134306,601,1940.038478,25,2,19,6,1432,94297,2185.674657,2.121890846,1489,144,1454.030782
87959,413,899.5511362,30,2,35,6,1571,94957,1049.936157,1.827022222,2348,132,631.6409089
99525,554,940.1571962,46,1,27,14,1452,99803,803.2142546,2.027469562,1362,134,655.125757
128340,484,898.8259016,57,4,21,9,1547,98468,964.2861637,2.562679401,2093,98,621.0607213
131746,539,1202.777614,24,1,12,7,1462,99275,1042.031617,1.815352739,1396,123,882.2220912
84029,496,1695.461234,34,1,14,14,1578,91222,1281.444269,2.372546801,1726,53,1303.368988
123169,584,1196.557769,57,2,23,5,1513,92707,991.3878595,2.5141997,1211,111,866.2462155
58312,588,1971.992941,72,4,36,12,1541,96455,2388.879197,2.409909303,1394,67,1502.594353
88300,481,895.9728276,35,3,24,10,1434,92143,768.439952,2.058599656,2489,109,658.7782621
104994,699,2404.297771,37,1,21,7,1509,96876,2506.651311,2.216374308,2067,113,1843.438217
135765,579,1208.494052,72,2,13,12,1444,92214,1491.289651,2.494038013,1536,69,907.7952416
52884,504,1394.157002,52,1,33,5,1560,102280,1098.37706,2.580366182,1475,101,1060.325601
70522,609,998.3839114,54,1,25,7,1460,91488,1152.103656,1.877623255,2014,85,705.7071291
55623,648,1360.364766,74,4,20,13,1492,88595,1426.721265,1.899479838,1952,111,1013.291813
61460,471,904.9892028,71,3,13,10,1471,93594,825.0785719,2.564648478,2468,97,663.9913622
60234,560,843.8266689,43,1,15,5,1580,87301,786.5538549,2.498099536,2251,145,611.0613351
134039,532,964.8030541,54,1,34,13,1514,98326,736.7152901,1.968860184,2427,106,702.8424433
113578,639,1716.486464,26,3,25,11,1477,88048,1506.933709,2.576083243,1985,106,1310.189172
139636,477,1087.483845,33,4,11,5,1449,87584,1045.83351,1.967201626,1512,140,776.9870762
132410,457,1345.929877,69,1,22,5,1542,89258,1491.905104,1.870812214,1564,90,1006.743902
96905,524,1489.286181,49,4,17,9,1441,95302,1321.576504,2.345508539,2146,137,1098.428945
79420,410,1270.425597,43,4,21,8,1513,101626,1321.439594,2.231836813,2260,142,940.3404779
85813,426,1377.70532,34,1,30,12,1419,87350,1537.30409,1.991732022,2171,102,1023.164256
50382,606,1902.62851,32,3,35,6,1491,94331,2091.493772,2.542622273,2071,137,1466.102808
88353,621,1487.991563,38,1,15,10,1467,95559,1555.168068,2.123391903,1816,111,1104.39325
59369,649,1374.228594,48,1,12,12,1534,102429,1429.329222,2.122325272,2219,78,1035.382875
84985,607,1520.29519,41,2,24,5,1465,98775,1688.448128,2.305460682,2466,88,1151.236152
92255,508,1305.690563,21,3,17,7,1472,94678,1198.305193,1.984636036,1299,131,952.5524502
108261,695,1477.812579,58,2,39,5,1550,94156,1441.026057,2.269478004,2165,59,1113.250063
139197,460,1186.806022,32,3,11,11,1435,87665,1463.43084,2.091188118,1243,110,851.4448172
111590,521,891.7223976,55,1,25,5,1539,99321,966.8954221,2.356007067,1264,105,626.377918
95486,638,1251.80933,57,4,22,13,1550,103395,1264.259949,1.998165975,2401,58,932.4474644
97883,505,1511.008568,37,2,10,12,1538,98129,1570.173682,1.948369538,2370,99,1137.806854
105318,678,1264.920502,70,2,20,7,1528,96599,1014.737432,1.999851011,1760,124,956.9364013
101566,435,773.462928,34,2,37,8,1438,91526,809.0378742,2.548747861,2290,61,525.7703424
50650,437,906.6379492,54,2,10,13,1492,90245,1059.179317,2.479383141,2195,51,636.3103594
90937,471,1056.028268,71,3,17,14,1469,100075,1068.497686,2.463118715,1245,139,775.8226144
71299,455,981.4793028,36,4,11,10,1558,86394,822.9202197,2.42455573,2293,122,731.1834423
76862,566,1273.053296,67,4,22,9,1536,99744,1240.087525,2.309560578,1820,66,958.4426365
146689,620,1103.491305,32,1,38,9,1583,94020,981.0168851,1.878719379,2072,84,831.7930442
66312,475,869.6254001,41,1,30,5,1417,103459,808.6389344,2.059721535,1408,95,616.7003201
60943,609,1200.747005,78,2,11,5,1526,87896,1035.649695,2.249494975,2189,116,903.5976041
118734,610,1405.430261,73,1,36,7,1458,97737,1288.717223,1.884599781,2430,119,1035.344209
67325,627,1361.717473,71,1,13,6,1466,97814,1580.748585,1.824093108,1580,136,1032.373979
124268,624,1923.585994,59,3,34,14,1508,85375,2171.445979,1.87474284,2306,84,1472.868796
121341,653,1665.826395,40,1,11,5,1530,99300,1657.946299,1.886455716,1485,128,1244.661116
102879,555,1471.52814,45,1,22,9,1429,88990,1679.38284,1.887630711,2071,121,1093.222512
134449,548,1436.409856,65,1,13,7,1591,99861,1777.963115,1.95213778,1617,145,1070.127885
116738,678,1557.738979,23,4,38,11,1597,95283,1484.637799,2.199277322,2461,83,1196.191184
114010,630,2180.408956,26,4,35,12,1490,100813,2703.693142,2.028360515,1545,60,1690.327165
132570,589,927.4732995,29,1,30,14,1401,94077,809.6406686,2.488106001,1565,52,676.9786396
53006,624,1205.365547,34,2,35,10,1419,91259,1479.30766,2.500910865,1556,142,879.2924377
111876,464,960.1595604,45,4,24,9,1496,88706,1135.116853,2.536199803,1260,59,704.1276483
113228,507,1654.13624,35,3,38,14,1428,85994,1405.297048,2.176927311,1583,131,1225.308992
102056,479,1598.776632,59,3,35,9,1408,87489,1478.743283,2.419233439,2386,131,1213.021306
58505,532,1698.254464,53,3,30,5,1403,87661,1874.80592,2.272786252,1777,61,1296.603571
70498,573,1337.325824,36,1,21,10,1439,100363,1131.12428,1.915498075,1212,140,996.8606594
66505,463,1541.441722,57,2,21,10,1582,100344,1611.351139,2.308558881,1771,100,1141.153378
112518,609,1033.482861,35,3,14,7,1540,88515,1051.469147,2.469616829,2330,132,729.786289
56603,696,1952.189103,53,2,38,8,1533,90010,1749.038528,2.078352541,1562,146,1508.751282
74744,497,1677.100435,78,3,19,8,1472,90515,1509.837707,2.397340262,2488,138,1245.680348
119218,571,1718.595617,75,2,35,10,1425,92920,1732.609279,2.419613797,2331,108,1281.876494
63460,488,1003.198357,48,1,11,12,1502,103310,902.8029809,2.314866661,2032,51,707.5586852
103273,625,1834.382272,72,1,17,13,1440,90076,1541.114713,2.506619436,1667,51,1405.505818
129095,542,1132.523493,37,3,36,13,1441,101612,1287.316066,1.915857089,1888,54,848.0187941
78544,595,1025.282716,30,3,14,9,1527,96403,1067.197092,2.474733313,2036,71,745.2261727
56864,578,1696.108093,31,4,31,12,1460,97102,1643.220085,2.288584855,1467,82,1260.886474
139314,453,841.8793392,56,3,17,12,1461,91585,707.7038029,2.484529838,1434,118,608.5034714
129770,595,1024.667277,21,4,33,14,1595,99910,1073.013886,2.226142097,2116,77,728.7338218
78593,616,1603.768387,73,4,22,8,1420,104023,1706.895979,2.062370029,1414,107,1197.01471
94657,697,1910.651611,75,1,38,8,1558,86294,1891.311633,2.517754925,1655,63,1436.521289
51729,424,679.2957292,37,1,22,7,1442,102932,636.0719425,2.501922874,1801,99,488.4365834
94515,466,703.1650036,73,4,35,9,1548,101900,832.2825285,2.014142126,1538,123,502.5320029
137872,562,1834.447051,57,3,32,12,1506,98231,2022.303425,2.395286577,2024,90,1416.557641
104281,511,884.2881173,52,4,24,12,1556,104872,820.695171,1.873035767,1918,64,628.4304938
84936,605,1614.016644,28,3,24,13,1582,100903,1689.141411,1.868782347,2388,123,1223.213315
62413,536,1826.201577,34,1,33,5,1457,99516,1583.071267,2.209123564,2264,117,1388.961262
97652,678,1711.150117,47,3,35,8,1551,96247,1293.176005,1.828609273,2436,92,1272.920094
79764,564,1003.692154,27,4,20,10,1444,99868,1188.796727,2.147002469,1314,104,741.9537235
113784,670,1532.269234,79,3,32,9,1479,88009,1776.581158,2.432598095,2358,98,1137.815387
95741,627,1723.048853,65,4,19,8,1536,93163,1843.148112,2.511578939,1232,67,1323.439083
123204,526,1591.507298,55,3,15,7,1593,103364,1839.236257,2.003825146,1714,130,1181.205839
128796,669,1815.583037,58,4,14,6,1529,90557,2070.511419,1.861584213,1944,144,1367.466429
126844,647,1014.90456,71,1,14,13,1564,93416,1197.717406,2.304523513,2131,146,716.9236484
109773,435,776.9994928,27,4,17,14,1526,87250,929.2385672,2.011866273,2212,74,530.5995942
124432,554,1242.956271,61,1,10,7,1564,100400,1441.085517,1.818758543,1879,61,930.3650169
69283,544,1583.81649,69,4,11,8,1596,96173,1862.369194,1.904958383,1699,104,1182.053192
135127,659,1758.644271,69,4,26,5,1445,93327,1760.135422,2.550684599,1501,96,1344.915417
75282,418,664.3650063,38,2,38,5,1405,98795,733.4614372,2.500061049,2038,134,474.492005
114560,457,1413.85372,23,2,35,14,1447,90152,1295.971295,2.463693923,2023,130,1057.082976
129455,662,1794.184747,46,2,16,13,1526,94244,2118.153398,2.071578833,1808,133,1362.347798
123210,435,1424.320531,32,2,38,8,1511,104421,1679.694534,2.371618188,2303,142,1059.456425
146235,610,1424.53678,57,3,34,14,1535,91588,1115.513782,2.565611825,1993,116,1050.629424
146376,547,1356.780748,40,1,32,8,1431,102777,1253.000485,2.254064878,1454,120,1023.424599
102984,501,1157.861871,45,1,18,10,1500,101310,967.6511036,2.066476967,2437,113,848.2894969
68392,475,1398.831803,64,2,13,6,1476,85370,1144.104487,2.439463547,1306,109,1038.065442
147496,467,1402.990219,77,3,16,10,1594,103043,1343.287916,2.144269982,2324,146,1030.392175
54721,465,1370.115426,42,4,37,11,1467,94113,1456.200736,2.261874953,1824,139,1010.092341
79197,621,1293.66633,73,4,19,5,1427,104827,1192.58299,2.232969072,1892,133,967.9330643
76173,550,1524.634691,49,1,25,12,1567,92657,1379.195953,1.973934284,1761,92,1144.707753
51066,673,1465.158912,50,1,19,10,1543,102660,1168.066875,1.800533931,2252,86,1105.127129
142911,677,2145.007358,50,3,16,13,1456,91629,2019.438401,2.599068841,1556,81,1633.005886
109418,467,751.9784956,35,4,35,8,1454,95678,741.0664254,2.133465418,1602,148,521.5827965
117454,634,998.8299144,71,3,35,6,1482,93793,948.2421715,2.027053177,2318,134,735.0639315
124993,602,1025.456943,78,4,11,13,1505,95257,1117.791303,2.412705285,2365,101,734.3655545
126262,632,1203.787078,61,2,11,12,1485,101592,1076.280825,2.27401977,2202,102,894.0296622
64282,562,885.3021436,60,2,17,6,1566,99862,980.9336544,2.504367903,1324,105,631.2417149
74815,497,816.6869891,26,3,23,12,1475,99570,972.9883449,2.424880808,2286,121,600.3495913
72594,408,861.7420981,36,1,27,12,1582,88206,901.0549014,2.025415411,1968,51,632.3936785
122984,648,1101.328724,43,3,10,9,1557,85210,1040.027477,2.27379541,1403,97,814.0629789
106511,626,1943.196368,39,3,26,11,1503,96815,1631.986556,2.202161564,1519,65,1473.557095
116678,640,1028.950258,58,4,26,11,1569,101656,1251.421511,2.564066934,1338,140,751.1602063
135768,474,1571.717116,46,4,31,8,1532,91287,1769.640006,1.991656111,2398,85,1193.373693
116951,416,1348.538501,21,4,14,10,1500,94918,1177.571541,2.02706759,1808,59,985.8308004
56374,450,862.5459293,79,4,25,14,1572,88579,711.8741576,2.536342565,2405,141,634.0367434
76974,627,1030.194924,70,1,16,10,1591,95973,798.0457586,2.166248685,1829,130,727.1559393
149064,593,1014.664564,20,1,24,10,1431,92501,857.6720995,2.165803606,1937,138,731.7316508
119178,679,1777.741825,53,2,28,13,1497,93693,1984.293399,2.494566879,1696,128,1341.19346
133472,637,1721.066653,46,3,30,6,1411,88825,1832.534625,2.03684043,2352,67,1287.853322
81914,670,1427.880933,56,2,11,14,1506,95065,1761.602874,2.357518112,1868,141,1079.304747
100014,556,1164.079039,69,4,36,12,1465,102493,1060.459101,2.377218459,2484,51,863.2632313
111379,653,1673.640657,25,3,25,12,1451,88064,1913.473524,2.153918677,2276,89,1239.912525
59347,517,1091.519398,57,4,34,5,1598,88151,884.3811909,2.067168414,2314,91,784.2155181
140468,449,1512.518906,73,3,18,6,1431,99128,1559.847663,2.39732451,2473,144,1145.015125
109015,677,1533.583429,79,1,29,8,1562,93143,1508.118868,2.004739009,2451,144,1168.866743
139129,451,874.7720014,46,4,27,9,1533,98465,1022.695706,2.455447923,1635,74,649.8176011
116864,580,1039.319222,67,3,19,9,1421,99634,1144.084279,2.133129179,1930,50,757.4553776
100181,430,1188.269046,35,3,33,10,1574,102733,1006.651261,1.814701855,1814,131,893.6152371
68760,645,1388.893485,54,4,29,11,1540,98042,1724.925474,2.255416923,2312,65,1023.114788
135161,489,918.1413463,46,1,30,5,1422,93200,1066.48698,1.95553422,1494,91,653.513077
142103,430,882.2013512,54,1,13,11,1571,88499,818.0787175,2.17325218,2055,86,648.7610809
127599,501,1059.997336,77,1,39,10,1408,94305,1232.792937,2.446668377,2265,86,785.997869
147166,629,1730.798506,74,3,11,9,1505,96683,2126.208635,1.95201044,1887,120,1332.638805
142497,496,917.2840483,55,1,39,10,1458,98314,1096.283747,1.966490259,1782,55,682.8272386
53140,466,1381.973109,57,3,23,12,1516,100285,1420.813458,2.179076788,1672,127,1011.578487
132801,591,1246.870841,47,2,31,10,1500,89587,1294.967529,2.181200908,1274,71,920.4966727
124266,610,1510.737701,75,1,10,9,1429,92874,1213.574673,2.162935943,2178,144,1155.59016
112176,536,1505.987419,22,4,37,10,1483,92161,1253.513543,2.355594382,1587,123,1132.789935
64057,583,1508.361045,76,4,17,13,1443,102060,1872.33508,2.015278354,1739,95,1123.688836
119093,455,1285.132523,60,4,20,5,1576,87772,1458.490585,2.008422241,2175,89,972.1060185
79114,649,1392.228964,50,4,10,7,1415,99244,1061.927517,1.817888874,1201,103,1034.783171
128747,681,2333.71879,22,2,14,7,1520,86383,2389.194551,2.105387748,2039,95,1808.975032
106215,459,1109.852564,57,2,34,13,1473,95434,1024.003728,1.956618566,2394,85,819.8820515
68580,527,1129.818025,72,1,22,7,1483,85498,1023.339991,2.273278653,1621,90,845.8544198
133870,604,1264.043905,71,1,26,10,1580,91711,1299.818746,1.944936552,2017,147,939.2351241
59802,613,971.8440328,43,4,19,13,1529,94832,884.4513534,2.515624842,1984,116,717.4752262
137857,526,1509.415774,45,4,32,14,1466,86854,1321.91203,2.479211458,1485,72,1145.532619
119543,471,953.7893911,60,4,39,9,1441,101087,1162.581475,2.412135939,1954,92,685.0315129
54675,615,2101.984154,66,3,16,14,1591,86069,1618.377722,2.446819349,2010,110,1601.587323
64058,489,939.314961,47,1,22,13,1535,94787,909.3371951,2.567666614,2261,66,694.4519688
99001,632,1617.276869,28,4,30,13,1472,97019,1626.322384,2.055847152,1324,142,1198.821495
87519,632,1877.634965,56,4,13,10,1491,93538,1821.260654,2.583887361,1514,114,1434.107972
121755,462,1496.986532,72,4,34,12,1548,91589,1614.688025,2.512418133,1243,52,1143.589226
65445,646,1171.147474,46,2,30,13,1514,95414,893.3958075,2.089513672,1531,127,839.9179788
123954,534,1853.408845,67,2,22,13,1496,102212,2210.188604,2.491259121,1364,124,1406.727076
139450,401,1328.712686,22,2,10,12,1587,103070,1328.853687,2.517843837,1962,79,974.970149
145166,560,1918.391738,60,3,34,8,1433,99134,1969.876051,1.82887065,1910,70,1471.713391
78695,539,1727.679079,68,3,20,12,1531,92464,1695.51927,2.500769895,2442,65,1311.143263
145970,601,1956.458412,47,1,37,6,1516,94667,1902.175027,2.146595686,1865,111,1494.16673
101227,524,1413.572704,51,4,30,7,1461,94636,1192.13612,2.449075173,1383,109,1076.858163
129992,481,1534.688281,54,1,18,13,1495,87698,1538.061147,1.888931193,1602,58,1162.750625
80185,563,1445.799041,26,1,22,14,1475,88906,1388.940994,1.937749609,1861,115,1068.639233
139692,639,1646.341544,26,2,20,8,1401,102007,1620.098406,2.5830209,1640,75,1242.073235
95908,612,1606.598032,40,4,36,6,1526,101541,1216.058857,2.132944412,1776,116,1220.278426
93631,548,1913.964446,51,2,17,7,1577,90821,1560.73607,2.438764269,1578,64,1470.171557
97993,471,804.8399394,57,2,38,11,1511,97246,910.7453274,2.400195288,1873,61,578.8719515
52078,502,1561.832418,39,4,37,13,1516,97096,1498.659407,2.428839417,1761,68,1151.465935
145886,582,1191.135777,27,1,35,11,1425,97296,1335.803392,2.411697905,1508,63,863.9086215
127609,583,1295.690778,23,1,16,12,1484,87636,1082.621725,2.531167663,2188,64,975.5526226
73778,412,684.359404,45,2,38,7,1507,95231,752.1829472,2.2740695,1250,136,466.4875232
73397,631,1390.186112,34,4,36,11,1564,96052,1243.599083,2.140363842,1475,60,1058.14889
118857,549,1911.357441,25,1,37,5,1454,89190,2107.387817,2.540183895,2059,112,1444.085953
62337,662,1518.719703,67,3,31,10,1499,94492,1204.939872,2.085562251,1314,92,1137.975762
56011,423,1201.05598,51,1,34,7,1417,90068,1101.153027,2.304559031,2059,116,867.8447842
